project_ID,Patch_no,Patch_ID,Pre_post,Patch_hab_type,Area_m2,Area_ha,Total_hab_type_in_map_ha,Total_hab_type_in_metric_ha,Percent_difference,Match_to_pre/post,Bordering_hab,Bordering_hab_urban,Broad_hab,Distance to nearest recorded broad hab type (post-only),Part_of_larger_unit,Area_contiguous_m2,Habs_within_contiguous,Notes
1026,8,1026.8,pre,Ruderal/Ephemeral,2900.429,0.2900429,0.2900429,0.41,-34.2713568,,Cropland,No,Sparsely Vegetated Land,,Yes,0.5551885,,
1026,9,1026.9,pre,Other woodland; mixed,1761.431,0.1761431,0.6435703,2,-102.6210425,,Cropland,No,Woodland and forest,,Yes,,,
1026,10,1026.1,pre,Other woodland; broadleaved,1297.07,0.129707,0.129707,0.13,-0.225638893,,Cropland,No,Woodland and forest,,Yes,,,
1026,11,1026.11,pre,Other woodland; mixed,4674.272,0.4674272,0.6435703,2,,,Cropland,No,Woodland and forest,,Yes,,,
1026,12,1026.12,pre,Lowland mixed deciduous woodland,2651.456,0.2651456,1.5882815,2.8,,,Lowland mixed deciduous woodland,No,Woodland and forest,,Yes,,,
1026,13,1026.13,post,Mixed scrub,5005.105,0.5005105,1.5886452,1.235,25.04884112,,Other neutral grassland,No,Heathland and shrub,,Yes,76.394561,Whole thing,
1026,14,1026.14,post,Wood pasture and parkland,2123.759,0.2123759,1.6189908,1.7,-4.881556165,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1026,15,1026.15,post,Wood pasture and parkland,2893.165,0.2893165,1.6189908,1.7,,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1026,16,1026.16,post,Other woodland; mixed,959.191,0.0959191,0.3506884,2,-140.3258382,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1026,17,1026.17,post,Other woodland; broadleaved,1107.02,0.110702,0.110702,0.13,-16.03476498,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1026,18,1026.18,post,Other woodland; mixed,2547.693,0.2547693,0.3506884,2,,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1026,19,1026.19,post,Mixed scrub,1714.551,0.1714551,1.5886452,1.235,,,Other neutral grassland,No,Heathland and shrub,,Yes,,,
1026,20,1026.2,post,Wood pasture and parkland,11172.984,1.1172984,1.6189908,1.7,,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1026,21,1026.21,post,Lowland mixed deciduous woodland,7601.559,0.7601559,2.0934872,2.8,-28.87563699,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1026,22,1026.22,post,Lowland mixed deciduous woodland,11012.902,1.1012902,2.0934872,2.8,,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1026,23,1026.23,post,Lowland mixed deciduous woodland,2320.411,0.2320411,2.0934872,2.8,,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1026,24,1026.24,post,Mixed scrub,5633.242,0.5633242,1.5886452,1.235,,,Other neutral grassland,No,Heathland and shrub,,Yes,,,
1026,25,1026.25,post,Mixed scrub,2448.377,0.2448377,1.5886452,1.235,,,Other neutral grassland,No,Heathland and shrub,,Yes,,,
1026,26,1026.26,post,Other neutral grassland,216382.105,21.6382105,70.6320474,75.309,-6.409372392,,"Mixed scrub, woodland",No,Grassland,,Yes,,,
1026,27,1026.27,post,Mixed scrub,1085.177,0.1085177,1.5886452,1.235,,,Other neutral grassland,No,Heathland and shrub,,Yes,,,
1026,28,1026.28,post,Other neutral grassland,489938.369,48.9938369,70.6320474,75.309,,,"Mixed scrub, woodland",No,Grassland,,Yes,,,
1016,1,1016.1,pre,Mixed scrub,147.129,0.0147129,0.0147129,0.0156,-5.852953693,,Urban,Yes,Heathland and shrub,,No,NA,,
1016,2,1016.2,pre,Bramble scrub,96.58,0.009658,0.009658,0.0123,-24.06412242,,Urban,Yes,Heathland and shrub,,Yes,0.0149188,,
1016,3,1016.3,pre,Ruderal/Ephemeral,52.608,0.0052608,0.014972,0.0158,,,Urban,Yes,Sparsely Vegetated Land,,Yes,,,
1016,4,1016.4,pre,Ruderal/Ephemeral,97.112,0.0097112,0.014972,0.0158,,,Urban,Yes,Sparsely Vegetated Land,,No,NA,,There are no post dev things as there are no post development non urban habitats; it doesn't achieve BNG
1003,1,1003.1,pre,Other woodland; broadleaved,975.065,0.0975065,0.1312607,0.1459,-10.56376319,,Urban,Yes,Woodland and forest,,Yes,0.7190153,,
1003,2,1003.2,pre,Mixed scrub,3886.111,0.3886111,0.9929636,1.0135,-2.047024426,,Urban,Yes,Heathland and shrub,,Yes,,,
1003,3,1003.3,pre,Mixed scrub,5683.967,0.5683967,0.9929636,1.0135,,,Urban,Yes,Heathland and shrub,,Yes,1.5333799,,
1003,4,1003.4,pre,Other neutral grassland,3696.339,0.3696339,0.8601358,0.681,23.24724401,,"Cropland, mixed scrub",No,Grassland,,Yes,,,
1003,5,1003.5,pre,Felled,1048.474,0.1048474,0.2361081,0.0965,83.94750459,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1003,6,1003.6,pre,Ruderal/Ephemeral,1491.784,0.1491784,0.1631877,0.2019,-21.20712366,,Mixed scrub,No,Sparsely Vegetated Land,,Yes,,,
1003,7,1003.7,pre,Other neutral grassland,4905.019,0.4905019,0.8601358,0.681,,,Cropland,No,Grassland,,Yes,,,
1003,8,1003.8,pre,Ruderal/Ephemeral,140.093,0.0140093,0.1631877,0.2019,,,Mixed scrub,No,Sparsely Vegetated Land,,Yes,,,
1003,9,1003.9,pre,Other woodland; broadleaved,337.542,0.0337542,0.1312607,0.1459,,,Mixed scrub,No,Woodland and forest,,Yes,,,
1003,10,1003.1,pre,Mixed scrub,359.558,0.0359558,0.9929636,1.0135,,,Urban,Yes,Heathland and shrub,,Yes,,,
1003,11,1003.11,post,Other neutral grassland,1844.484,0.1844484,0.1844484,0.514,-94.36677069,,"Mixed scrub, urban",Yes,Grassland,,Yes,0.5252533,,
1003,12,1003.12,post,Mixed scrub,219.575,0.0219575,0.6414641,1.026,-46.12224035,,Urban,Yes,Heathland and shrub,,Yes,,,
1003,13,1003.13,post,Mixed scrub,3188.474,0.3188474,0.6414641,1.026,,,Urban,Yes,Heathland and shrub,,Yes,,,
1003,14,1003.14,post,Mixed scrub,2350.793,0.2350793,0.6414641,1.026,,,Urban,Yes,Heathland and shrub,,No,NA,,
1003,15,1003.15,post,Mixed scrub,76.701,0.0076701,0.6414641,1.026,,,Urban,Yes,Heathland and shrub,,No,NA,,
1003,16,1003.16,post,Mixed scrub,579.098,0.0579098,0.6414641,1.026,,,Urban,Yes,Heathland and shrub,,No,NA,,
1053,1,1053.1,pre,Mixed scrub,27026.028,2.7026028,2.7026028,2.55,5.810559291,,Urban,Yes,Heathland and shrub,,Yes,3.1896157,,
1053,2,1053.2,pre,Other neutral grassland,4870.129,0.4870129,0.4870129,0.58,-17.42942377,,Mixed scrub,No,Grassland,,Yes,,,
1053,3,1053.3,post,Modified grassland,236.292,0.0236292,0.3260256,0.02,176.8803233,,Urban,Yes,Grassland,,No,NA,,
1053,4,1053.4,post,Modified grassland,78.907,0.0078907,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,5,1053.5,post,Modified grassland,42.345,0.0042345,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,6,1053.6,post,Modified grassland,99.634,0.0099634,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,7,1053.7,post,Modified grassland,13.417,0.0013417,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,8,1053.8,post,Modified grassland,62.582,0.0062582,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,9,1053.9,post,Modified grassland,28.222,0.0028222,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,10,1053.1,post,Modified grassland,45.787,0.0045787,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,11,1053.11,post,Modified grassland,21.788,0.0021788,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,12,1053.12,post,Modified grassland,69.196,0.0069196,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,13,1053.13,post,Modified grassland,51.345,0.0051345,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,14,1053.14,post,Modified grassland,362.203,0.0362203,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,15,1053.15,post,Modified grassland,68.946,0.0068946,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,16,1053.16,post,Modified grassland,31.1,0.00311,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,17,1053.17,post,Modified grassland,54.251,0.0054251,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,18,1053.18,post,Modified grassland,166.741,0.0166741,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,19,1053.19,post,Modified grassland,144.911,0.0144911,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,20,1053.2,post,Modified grassland,341.876,0.0341876,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,25,1053.25,post,Modified grassland,40.757,0.0040757,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,27,1053.27,post,Modified grassland,64.288,0.0064288,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,28,1053.28,post,Modified grassland,10.971,0.0010971,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,29,1053.29,post,Modified grassland,13.798,0.0013798,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,30,1053.3,post,Modified grassland,26.96,0.002696,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,31,1053.31,post,Modified grassland,17.222,0.0017222,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,32,1053.32,post,Modified grassland,8.609,0.0008609,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,33,1053.33,post,Modified grassland,9.351,0.0009351,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,34,1053.34,post,Modified grassland,11.242,0.0011242,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,35,1053.35,post,Modified grassland,53.548,0.0053548,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,36,1053.36,post,Modified grassland,37.648,0.0037648,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,37,1053.37,post,Modified grassland,42.973,0.0042973,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,38,1053.38,post,Modified grassland,287.73,0.028773,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,39,1053.39,post,Modified grassland,53.677,0.0053677,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,40,1053.4,post,Modified grassland,47.493,0.0047493,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,41,1053.41,post,Modified grassland,12.255,0.0012255,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,42,1053.42,post,Modified grassland,23.404,0.0023404,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,43,1053.43,post,Modified grassland,45.998,0.0045998,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,44,1053.44,post,Modified grassland,249.223,0.0249223,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,45,1053.45,post,Modified grassland,39.482,0.0039482,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,46,1053.46,post,Modified grassland,41.443,0.0041443,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,47,1053.47,post,Modified grassland,202.641,0.0202641,0.3260256,0.02,,,Urban,Yes,Grassland,,No,NA,,
1053,48,1053.48,post,Other neutral grassland,888.745,0.0888745,0.0888745,0.03,99.05320317,,Urban,Yes,Grassland,,No,NA,,
1031,1,1031.1,pre,Other neutral grassland,6093.971,0.6093971,0.6093971,0.5953,2.340355928,,Woodland,No,Grassland,,Yes,0.7818282,,
1031,2,1031.2,pre,Mixed scrub,1005.371,0.1005371,0.1005371,0.1642,-48.09518575,,Other neutral grassland,No,Heathland and shrub,,Yes,,,This might be a combo of mixed and bramble but I can't tell
1031,3,1031.3,pre,Other woodland; broadleaved,718.94,0.071894,0.071894,0.0525,31.18156824,,Woodland,No,Woodland and forest,,Yes,,,
1031,4,1031.4,post,Other woodland; broadleaved,767.977,0.0767977,0.0767977,0.0525,37.58411789,,Mixed scrub,No,Woodland and forest,,Yes,0.0994616,,Scale on the post-dev was completely wrong so I had to use the scale of the pre-dev map and transpose it on there 
1031,5,1031.5,post,Other neutral grassland,493.624,0.0493624,0.0821273,0.0629,26.51542158,,Urban,Yes,Grassland,,No,NA,,
1031,6,1031.6,post,Other neutral grassland,101.01,0.010101,0.0821273,0.0629,,,Urban,Yes,Grassland,,No,NA,,
1031,7,1031.7,post,Other neutral grassland,226.6,0.0226639,0.0821273,0.0629,,,Woodland,No,Grassland,,Yes,,,
1031,8,1031.8,post,Mixed scrub,59.29,0.005929,0.0113012,0.2084,-179.4244183,,Urban,Yes,Heathland and shrub,,No,NA,,
1031,9,1031.9,post,Mixed scrub,53.722,0.0053722,0.0113012,0.2084,,,Urban,Yes,Heathland and shrub,,No,NA,,
1005,1,1005.1,pre,Mixed scrub,2733.789,0.2733789,0.5879594,0.363,47.31209345,,Urban,Yes,Heathland and shrub,,Yes,0.8212353,,
1005,2,1005.2,pre,Mixed scrub,316.227,0.0316227,0.5879594,0.363,,,Urban,Yes,Heathland and shrub,,Yes,,,
1005,3,1005.3,pre,Mixed scrub,2718.084,0.2718084,0.5879594,0.363,,,Urban,Yes,Heathland and shrub,,Yes,,,
1005,4,1005.4,pre,Mixed scrub,111.494,0.0111494,0.5879594,0.363,,,Other neutral grassland,No,Heathland and shrub,,Yes,,,
1005,5,1005.5,pre,Other neutral grassland,534.087,0.0534087,0.0645356,0.047,31.44395153,,Mixed scrub,No,Grassland,,Yes,,,
1005,6,1005.6,pre,Ruderal/Ephemeral,643.355,0.0643355,0.0804209,0.065,21.20864332,,"Urban, mixed scrub",Yes,Sparsely Vegetated Land,,Yes,,,
1005,7,1005.7,pre,Ruderal/Ephemeral,79.308,0.0079308,0.0804209,0.065,,,Mixed scrub,No,Sparsely Vegetated Land,,Yes,,,
1005,8,1005.8,pre,Ruderal/Ephemeral,81.546,0.0081546,0.0804209,0.065,,,Mixed scrub,No,Sparsely Vegetated Land,,Yes,,,
1005,9,1005.9,pre,Modified grassland,476.492,0.0476492,0.0476492,0,200,,"Mixed scrub, urban",Yes,Grassland,,Yes,,,
1005,10,1005.1,pre,Other woodland; broadleaved,406.702,0.0406702,0.0406702,0.042,-3.217120559,,"Mixed scrub, urban",Yes,Woodland and forest,,Yes,,,
1005,11,1005.11,pre,Other neutral grassland,111.269,0.0111269,0.0645356,0.047,,,"Urban, mixed scrub",Yes,Grassland,,Yes,,,
1005,12,1005.12,post,Mixed scrub,490.592,0.0490592,0.0756166,0.007,166.108506,,Other neutral grassland,No,Heathland and shrub,,Yes,0.3404653,,
1005,13,1005.13,post,Other neutral grassland,2341.504,0.2341504,0.2341504,0.294,-22.66384727,,Urban,Yes,Grassland,,Yes,,,
1005,14,1005.14,post,Other woodland; broadleaved,306.983,0.0306983,0.0306983,0.038,-21.25729458,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1005,15,1005.15,post,Mixed scrub,265.574,0.0265574,0.0756166,0.007,,,Other neutral grassland,No,Heathland and shrub,,Yes,,,
1015,1,1015.1,pre,Other neutral grassland,23118.2,2.31182,2.9005126,3.362589,,,"woodland, urban",Yes,Grassland,,Yes,4.6411486,,
1015,2,1015.2,pre,Other neutral grassland,702.823,0.0702823,2.9005126,3.362589,-14.75551347,,Urban,Yes,Grassland,,No,NA,,
1015,3,1015.3,pre,Ruderal/Ephemeral,699.803,0.0699803,0.2615519,0.278254,-6.188187272,,"Other neutral grassland, urban",Yes,Sparsely Vegetated Land,,Yes,,,
1015,4,1015.4,pre,Other neutral grassland,695.232,0.0695232,2.9005126,3.362589,,,Urban,Yes,Grassland,,Yes,,,
1015,5,1015.5,pre,Other neutral grassland,221.446,0.0221446,2.9005126,3.362589,,,Urban,Yes,Grassland,,No,NA,,
1015,6,1015.6,pre,Other neutral grassland,982.304,0.0982304,2.9005126,3.362589,,,Urban,Yes,Grassland,,No,NA,,
1015,7,1015.7,pre,Other neutral grassland,2837.332,0.2837332,2.9005126,3.362589,,,Mixed scrub,No,Grassland,,No,NA,,
1015,8,1015.8,pre,Mixed scrub,9601.675,0.9601675,1.1445439,1.212508,-5.766873441,,Woodland,No,Heathland and shrub,,Yes,,,
1015,9,1015.9,pre,Other,1629.582,0.1629582,0.1629582,0.03,137.8103651,,Mixed scrub,No,Woodland and forest,,Yes,,,
1015,10,1015.1,pre,Ruderal/Ephemeral,1585.873,0.1585873,0.2615519,0.278254,,,Mixed scrub,No,Sparsely Vegetated Land,,Yes,,,
1015,11,1015.11,pre,Other woodland; broadleaved,3441.962,0.3441962,0.4765414,0.684576,-35.83351692,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1015,12,1015.12,pre,Ruderal/Ephemeral,329.843,0.0329843,0.2615519,0.278254,,,"Other neutral grassland, urban",Yes,Sparsely Vegetated Land,,Yes,,,
1015,13,1015.13,pre,Other neutral grassland,305.763,0.0305763,2.9005126,3.362589,,,Urban,Yes,Grassland,,No,NA,,
1015,14,1015.14,pre,Other neutral grassland,142.026,0.0142026,2.9005126,3.362589,,,Urban,Yes,Grassland,,No,NA,,
1015,15,1015.15,pre,Mixed scrub,693.192,0.0693192,1.1445439,1.212508,,,Other neutral grassland,No,Heathland and shrub,,Yes,,,
1015,16,1015.16,pre,Other woodland; broadleaved,436.566,0.0436566,0.4765414,0.684576,,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1015,17,1015.17,pre,Other woodland; broadleaved,436.158,0.0436158,0.4765414,0.684576,,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1015,18,1015.18,pre,Other woodland; broadleaved,450.728,0.0450728,0.4765414,0.684576,,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1015,19,1015.19,pre,Mixed scrub,1150.572,0.1150572,1.1445439,1.212508,,,Other neutral grassland,No,Heathland and shrub,,Yes,,,
1015,20,1015.2,post,Other neutral grassland,1760.485,0.1760485,1.5836695,1.700168,-7.095265828,,Urban,Yes,Grassland,,No,NA,,
1015,21,1015.21,post,Other neutral grassland,666.505,0.0666505,1.5836695,1.700168,,,Urban,Yes,Grassland,,No,NA,,
1015,22,1015.22,post,Other neutral grassland,1150.364,0.1150364,1.5836695,1.700168,,,Urban,Yes,Grassland,,Yes,0.1937885,,
1015,23,1015.23,post,Other woodland; broadleaved,438.66,0.043866,0.391459,0.695,-55.87712008,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1015,24,1015.24,post,Other woodland; broadleaved,348.861,0.0348861,0.391459,0.695,,,Urban,Yes,Woodland and forest,,Yes,,,
1015,25,1015.25,post,Other woodland; broadleaved,1806.071,0.1806071,0.391459,0.695,,,Other neutral grassland,No,Woodland and forest,,Yes,0.2700524,,
1015,26,1015.26,post,Other neutral grassland,894.453,0.0894453,1.5836695,1.700168,,,Urban,Yes,Grassland,,Yes,,,
1015,27,1015.27,post,Other neutral grassland,10767.677,1.0767677,1.5836695,1.700168,,,Mixed scrub,No,Grassland,,Yes,2.4617731,,
1015,28,1015.28,post,Other woodland; broadleaved,374.719,0.0374719,0.391459,0.695,,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1015,29,1015.29,post,Mixed scrub,655.976,0.0655976,0.8641665,1.045,-18.94371182,,Other neutral grassland,No,Heathland and shrub,,Yes,,,
1015,30,1015.3,post,Other,397.506,0.0397506,0.2976207,0.043,149.5039497,,Other neutral grassland,No,Woodland and forest,,Yes,,,
1015,31,1015.31,post,Mixed scrub,985.947,0.0985947,0.8641665,1.045,,,Other neutral grassland,No,Heathland and shrub,,Yes,,,
1015,32,1015.32,post,Other woodland; broadleaved,646.027,0.0646027,0.391459,0.695,,,Mixed scrub,No,Woodland and forest,,Yes,,,
1015,33,1015.33,post,Other neutral grassland,54.846,0.0054846,1.5836695,1.700168,,,Other woodland; broadleaved,No,Grassland,,Yes,,,
1015,34,1015.34,post,Mixed scrub,6999.742,0.6999742,0.8641665,1.045,,,Urban,Yes,Heathland and shrub,,Yes,,,
1015,35,1015.35,post,Other,861.354,0.0861354,0.2976207,0.043,,,Mixed scrub,No,Woodland and forest,,Yes,,,
1015,36,1015.36,post,Other,1619.635,0.1619635,0.2976207,0.043,,,Mixed scrub,No,Woodland and forest,,Yes,,,
1015,37,1015.37,post,Other neutral grassland,542.365,0.0542365,1.5836695,1.700168,,,Mixed scrub,No,Grassland,,Yes,,,
1015,38,1015.38,post,Other woodland; broadleaved,300.252,0.0300252,0.391459,0.695,,,Mixed scrub,No,Woodland and forest,,Yes,,,
1015,39,1015.39,post,Other,97.712,0.0097712,0.2976207,0.043,,,Urban,Yes,Woodland and forest,,Yes,,,
1015,40,1015.4,post,Ponds (priority habitat),106.228,0.0106228,0.0313973,0.032,-1.901342802,,Other neutral grassland,No,Lakes,,Yes,,,
1015,41,1015.41,post,Ponds (priority habitat),105.258,0.0105258,0.0313973,0.032,,,Other neutral grassland,No,Lakes,,Yes,,,
1015,42,1015.42,post,Ponds (priority habitat),102.487,0.0102487,0.0313973,0.032,,,Other neutral grassland,No,Lakes,,Yes,,,
1044,1,1044.1,pre,Modified grassland,496.737,0.0496737,0.1105876,0.1,10.0552929,,Urban,Yes,Grassland,,Yes,0.0667577,,
1044,2,1044.2,pre,Modified grassland,609.139,0.0609139,0.1105876,0.1,,,Urban,Yes,Grassland,,No,NA,,
1044,3,1044.3,pre,Mixed scrub,170.84,0.017084,0.017084,0.02,-15.72645885,,Urban,Yes,Heathland and shrub,,Yes,,,No post-dev semi-natural habitats
1028,1,1028.1,pre,Modified grassland,34814.134,3.4814134,3.4814134,3.8046,-8.871424804,,Urban,Yes,Grassland,,Yes,4.063483,,
1028,2,1028.2,pre,Other neutral grassland,3957.225,0.3957225,0.4431651,0.4796,-7.896895971,,"Modified grassland, urban",Yes,Grassland,,Yes,,,
1028,3,1028.3,pre,Other neutral grassland,474.426,0.0474426,0.4431651,0.4796,,,"Modified grassland, urban",Yes,Grassland,,Yes,,,
1028,4,1028.4,pre,Bramble scrub,826.072,0.0826072,0.1054373,0.1168,-10.22573618,,"Modified grassland, urban",Yes,Heathland and shrub,,Yes,,,
1028,5,1028.5,pre,Mixed scrub,334.672,0.0334672,0.0334672,0.0392,,,"Other neutral grassland, urban",Yes,Heathland and shrub,,Yes,,,
1028,6,1028.6,pre,Bramble scrub,160.688,0.0160688,0.1054373,0.1168,,,Other neutral grassland,No,Heathland and shrub,,Yes,,,
1028,7,1028.7,pre,Bramble scrub,67.613,0.0067613,0.1054373,0.1168,,,Other neutral grassland,No,Heathland and shrub,,Yes,,,
1028,8,1028.8,post,Bramble scrub,93.034,0.0093034,0.0313627,0.035,-10.9618807,,"Mixed scrub, urban",Yes,Heathland and shrub,,Yes,2.200285,,
1028,9,1028.9,post,Mixed scrub,5115.738,0.5115738,0.7129495,0.4557,44.0250905,,"Urban, ong",Yes,Heathland and shrub,,Yes,,,
1028,10,1028.1,post,Other neutral grassland,5552.349,0.5552349,1.4559728,1.9187,-27.42352977,,"Urban, mixed scrub",Yes,Grassland,,Yes,,,
1028,11,1028.11,post,Other neutral grassland,898.826,0.0898826,1.4559728,1.9187,,,Urban,Yes,Grassland,,Yes,,,
1028,13,1028.13,post,Other neutral grassland,5295.695,0.5295695,1.4559728,1.9187,,,"Urban, mixed scrub",Yes,Grassland,,Yes,,,
1028,14,1028.14,post,Mixed scrub,2013.757,0.2013757,0.7129495,0.4557,,,Urban,Yes,Heathland and shrub,,Yes,,,
1028,15,1028.15,post,Other neutral grassland,618.855,0.0618855,1.4559728,1.9187,,,Urban,Yes,Grassland,,Yes,,,
1028,17,1028.17,post,Other neutral grassland,1855.437,0.1855437,1.4559728,1.9187,,,Mixed scrub,No,Grassland,,Yes,,,
1028,18,1028.18,post,Bramble scrub,47.878,0.0047878,0.0313627,0.035,,,Urban,Yes,Heathland and shrub,,Yes,,,
1028,19,1028.19,post,Bramble scrub,134.424,0.0134424,0.0313627,0.035,,,Other neutral grassland,No,Heathland and shrub,,Yes,,,
1028,20,1028.2,post,Bramble scrub,38.291,0.0038291,0.0313627,0.035,,,Other neutral grassland,No,Heathland and shrub,,Yes,,,
1028,22,1028.22,post,Other neutral grassland,338.566,0.0338566,1.4559728,1.9187,,,Mixed scrub,No,Grassland,,Yes,,,
1013,1,1013.1,pre,Other neutral grassland,3538.868,0.3538868,0.495523,0.52,-4.820570287,,Urban,Yes,Grassland,,Yes,0.3666914,,
1013,2,1013.2,pre,Other neutral grassland,1416.362,0.1416362,0.495523,0.52,,,Urban,Yes,Grassland,,Yes,0.1577512,,
1013,3,1013.3,pre,Bramble scrub,161.15,0.016115,0.0289196,0.03,-3.667370451,,Urban,Yes,Heathland and shrub,,Yes,,,
1013,4,1013.4,pre,Bramble scrub,72.874,0.0072874,0.0289196,0.03,,,Urban,Yes,Heathland and shrub,,Yes,,,
1013,5,1013.5,pre,Bramble scrub,55.172,0.0055172,0.0289196,0.03,,,Urban,Yes,Heathland and shrub,,yes,,,
1013,6,1013.6,post,Other neutral grassland,448.902,0.0448902,0.0448902,0,200,,Urban,Yes,Grassland,,No,NA,,
1013,7,1013.7,post,Mixed scrub,532.99,0.053299,0.053299,0.05,6.387283517,,Urban,Yes,Heathland and shrub,,No,NA,,
1029,1,1029.1,pre,Other neutral grassland,7322.985,0.7322985,0.7322985,0.8,-8.836594175,,Urban,Yes,Grassland,,Yes,0.8396581,,
1029,2,1029.2,pre,Bramble scrub,355.806,0.0355806,0.1073596,0.11,-2.429522322,,Other neutral grassland,No,Heathland and shrub,,Yes,,,
1029,3,1029.3,pre,Bramble scrub,620.252,0.0620252,0.1073596,0.11,,,Other neutral grassland,No,Heathland and shrub,,Yes,,,
1029,4,1029.4,pre,Bramble scrub,97.538,0.0097538,0.1073596,0.11,,,Other neutral grassland,No,Heathland and shrub,,Yes,,,
1029,5,1029.5,post,Other neutral grassland,46.281,0.0046281,0.0282814,0.028,0.999975125,,Urban,No,Grassland,,No,NA,,
1029,6,1029.6,post,Other neutral grassland,179.12,0.017912,0.0282814,0.028,,,Urban,No,Grassland,,No,NA,,
1029,7,1029.7,post,Other neutral grassland,57.413,0.0057413,0.0282814,0.028,,,Urban,No,Grassland,,No,NA,,
,,,,,,0,,,,,,,,,,,,